label,Ver,Last-Modified-JST,feed_start_date,feed_end_date,feed_version,feed_publisher_name,license_name,url
湯沢市乗合タクシー,1,2022-03-30 19:04,20220401,20230331,2022/04/01改正,湯沢市,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-city-yuzawa01.zip
湯沢市　こまちシャトル,1,2022-03-30 19:04,20220401,20230331,2022/04/01改正,湯沢市,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-city-yuzawa02-komachi.zip
潟上市マイタウンバス,1,2023-03-02 11:33,20230302,20240331,2022/04/01改正-見える化ver2.6,潟上市,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-katagamicity.zip
南秋地域広域マイタウンバス,1,2023-03-13 15:13,20230401,20240331,20230401_2023年04月01日（【230313】南秋地域広域マイタウンバス R5.4.1～） その筋屋 1.542,南秋地域公共交通活性化協議会,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-nansyu.zip
井川町　町内巡回バス,1,2022-03-04 14:48,20220304,20230303,2020/07/01改正-見える化ver2.6,井川町,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-ikawatown.zip
由利本荘市コミュニティバス,1,2023-04-14 09:12,20230413,20240331,2023/04/01改正-見える化ver2.6,由利本荘市,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-yurihonjyocity.zip
秋田中央交通,1,2023-03-30 13:56,20230401,20240331,20230401_2023年04月01日（秋田中央交通　AIU改正） その筋屋 1.623,秋田中央交通,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-akitachuoukotsu.zip
羽後交通,1,2022-11-21 14:34,20220401,20230331,ver1,国際教養大学アジア地域研究連携機構,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/ugokotsu_data.zip
秋北バス,1,,,,,,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-shuhokubus202303.zip
秋北バス,2,2023-05-11 16:56,20230410,20240409,20230410_2023年04月10日（R5-0511） その筋屋 1.623,秋北バス株式会社,CC BY 4.0,https://www.akita-bus.or.jp/~akita-gtfs/bus-shuhokubus202304.zip
酒田市　るんるんバス,1,2022-12-05 21:08,20220801,20250731,20220801-2022年06月27日 17時30分05秒-西沢ツールver8.05,酒田市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/sakatacity/feeds/SakataCity/files/feed.zip
酒田市　るんるんバス,2,2022-12-05 21:08,20220801,20250731,20220801-2022年06月27日 17時30分05秒-西沢ツールver8.05,酒田市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/sakatacity/feeds/SakataCity/files/feed.zip?rid=next
大江町営バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,大江町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/oe_gtfs.zip
大江町営バス,1,2023-03-07 14:46,20230401,20240331,2023/04/01改正-見える化ver2.6d,大江町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/oetown/feeds/Oetown/files/feed.zip
大江町営バス,2,2023-03-07 14:46,20230401,20240331,2023/04/01改正-見える化ver2.6d,大江町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/oetown/feeds/Oetown/files/feed.zip?rid=next
鶴岡市　羽黒地域市営バス、朝日地域市営バス,1,2023-05-22 16:15,20230401,20240331,2023/04/01改正,鶴岡市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/tsuruoka_gtfs_1.zip
鶴岡市　羽黒地域市営バス、朝日地域市営バス,2,2023-05-22 16:15,20230601,20240531,2023/06/01改正,鶴岡市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/tsuruoka_gtfs.zip
鶴岡市　羽黒地域市営バス、朝日地域市営バス,1,2023-05-12 15:19,20230601,20240531,2023/06/01改正,鶴岡市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tsuruokacity/feeds/TsuruokaCity/files/feed.zip
鶴岡市　羽黒地域市営バス、朝日地域市営バス,2,2023-05-12 15:19,20230601,20240531,2023/06/01改正,鶴岡市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tsuruokacity/feeds/TsuruokaCity/files/feed.zip?rid=next
山形市　ベニちゃんバス、コミュニティバス高瀬線、地域交流バス南部線,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,山形市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/yamagata_gtfs.zip
山形市　ベニちゃんバス、コミュニティバス高瀬線、地域交流バス南部線,1,2023-03-06 11:46,20230401,20240331,2023/04/01改正-見える化ver2.6d,山形市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamagata-yamagatacity/feeds/YamagataCity/files/feed.zip
山形市　ベニちゃんバス、コミュニティバス高瀬線、地域交流バス南部線,2,2023-03-06 11:46,20230401,20240331,2023/04/01改正-見える化ver2.6d,山形市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamagata-yamagatacity/feeds/YamagataCity/files/feed.zip?rid=next
東根市　市民バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,東根市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/higashine_gtfs.zip
東根市　市民バス,1,2023-02-17 13:23,20230401,20240331,2023/04/01改正-見える化ver2.6d,東根市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/higashinecity/feeds/HigashineCity/files/feed.zip
東根市　市民バス,2,2023-02-17 13:23,20230401,20240331,2023/04/01改正-見える化ver2.6d,東根市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/higashinecity/feeds/HigashineCity/files/feed.zip?rid=next
河北町路線バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,河北町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/kahoku_gtfs.zip
河北町路線バス,1,2023-02-17 13:28,20230401,20240331,2023/04/01改正-見える化ver2.6d,河北町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kahokutown/feeds/KahokuTown/files/feed.zip
河北町路線バス,2,2023-02-17 13:28,20230401,20240331,2023/04/01改正-見える化ver2.6d,河北町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kahokutown/feeds/KahokuTown/files/feed.zip?rid=next
南陽市　市内循環バス,1,2022-08-16 13:15,20220801,20230731,2022/08/01改正-見える化ver2.6d,南陽市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/nanyo_gtfs.zip
南陽市　市内循環バス,1,2022-12-05 20:59,20220801,20230731,2022/08/01改正-見える化ver2.6d,南陽市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nanyocity/feeds/NanyoCity/files/feed.zip
南陽市　市内循環バス,2,2022-12-05 20:59,20220801,20230731,2022/08/01改正-見える化ver2.6d,南陽市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nanyocity/feeds/NanyoCity/files/feed.zip?rid=next
大蔵町　肘折ゆけむりライン,1,2022-12-27 09:15,20230101,20231231,2023/01/01改正-見える化ver2.6d,大蔵村,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/ohkura_gtfs.zip
大蔵町　肘折ゆけむりライン,1,2022-12-26 14:34,20230101,20231231,2023/01/01改正-見える化ver2.6d,大蔵村,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/ohkuravillage/feeds/OhkuraVillage/files/feed.zip
大蔵町　肘折ゆけむりライン,2,2022-12-26 14:34,20230101,20231231,2023/01/01改正-見える化ver2.6d,大蔵村,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/ohkuravillage/feeds/OhkuraVillage/files/feed.zip?rid=next
鮭川村村営バス,1,2022-12-01 13:15,20221201,20231130,2022/12/01改正-見える化ver2.6d,鮭川村,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/sakegawa_gtfs.zip
鮭川村村営バス,1,2022-12-05 19:33,20221201,20231130,2022/12/01改正-見える化ver2.6d,鮭川村,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/sakegawavillage/feeds/SakegawaVillage/files/feed.zip
鮭川村村営バス,2,2022-12-05 19:33,20221201,20231130,2022/12/01改正-見える化ver2.6d,鮭川村,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/sakegawavillage/feeds/SakegawaVillage/files/feed.zip?rid=next
金山町町営バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6,金山町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/kaneyama_gtfs.zip
金山町町営バス,1,2023-03-06 13:55,20230401,20240331,2023/04/01改正-見える化ver2.6,金山町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamagata-kaneyamatown/feeds/KaneyamaTown/files/feed.zip
金山町町営バス,2,2023-03-06 13:55,20230401,20240331,2023/04/01改正-見える化ver2.6,金山町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamagata-kaneyamatown/feeds/KaneyamaTown/files/feed.zip?rid=next
山辺町　やまのべコミュニティバス,1,2022-10-11 17:15,20220915,20230914,2021/04/01改正,山辺町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/yamanobe_gtfs.zip
山辺町　やまのべコミュニティバス,1,2022-12-05 19:07,20220915,20230914,2021/04/01改正,山辺町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamanobetown/feeds/YamanobeTown/files/feed.zip
山辺町　やまのべコミュニティバス,2,2022-12-05 19:07,20220915,20230914,2021/04/01改正,山辺町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamanobetown/feeds/YamanobeTown/files/feed.zip?rid=next
上山市営バス,1,2022-08-26 13:45,20220816,20230815,2021/04/01改正-見える化ver2.6d,上山市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/kaminoyama_gtfs.zip
上山市営バス,1,2022-12-05 18:00,20220816,20230815,2021/04/01改正-見える化ver2.6d,上山市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kaminoyamacity/feeds/KaminoyamaCity/files/feed.zip
上山市営バス,2,2022-12-05 18:00,20220816,20230815,2021/04/01改正-見える化ver2.6d,上山市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kaminoyamacity/feeds/KaminoyamaCity/files/feed.zip?rid=next
真室川町路線バス,1,2023-03-28 13:30,20230317,20240331,2022/03/12改正-見える化ver2.6d,真室川町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/mamurogawa_gtfs.zip
真室川町路線バス,1,2023-03-20 13:13,20230317,20240331,2022/03/12改正-見える化ver2.6d,真室川町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/mamurogawatown/feeds/MamurogawaTown/files/feed.zip
真室川町路線バス,2,2023-03-20 13:13,20230317,20240331,2022/03/12改正-見える化ver2.6d,真室川町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/mamurogawatown/feeds/MamurogawaTown/files/feed.zip?rid=next
村山市　市営バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,村山市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/murayama_gtfs.zip
村山市　市営バス,1,2023-02-17 13:21,20230401,20240331,2023/04/01改正-見える化ver2.6d,村山市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/murayamacity/feeds/MurayamaCity/files/feed.zip
村山市　市営バス,2,2023-02-17 13:21,20230401,20240331,2023/04/01改正-見える化ver2.6d,村山市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/murayamacity/feeds/MurayamaCity/files/feed.zip?rid=next
長井市営バス,1,2022-10-11 17:15,20221001,20230930,2022/10/01改正-見える化ver2.6d,長井市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/nagai_gtfs.zip
長井市営バス,1,2022-12-05 20:56,20221001,20230930,2022/10/01改正-見える化ver2.6d,長井市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nagaicity/feeds/NagaiCity/files/feed.zip
長井市営バス,2,2022-12-05 20:56,20221001,20230930,2022/10/01改正-見える化ver2.6d,長井市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nagaicity/feeds/NagaiCity/files/feed.zip?rid=next
新庄市　市営バス,1,2023-03-28 13:30,20230216,20240215,2022/03/01改正-見える化ver2.6,新庄市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/shinjo_gtfs.zip
新庄市　市営バス,1,2023-02-17 13:14,20230216,20240215,2022/03/01改正-見える化ver2.6,新庄市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shinjocity/feeds/ShinjoCity/files/feed.zip
新庄市　市営バス,2,2023-02-17 13:14,20230216,20240215,2022/03/01改正-見える化ver2.6,新庄市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shinjocity/feeds/ShinjoCity/files/feed.zip?rid=next
庄内町　町営バス,1,2022-11-25 17:30,20221122,20231121,2022/11/22改正-見える化ver2.6d,庄内町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/shonai_gtfs.zip
庄内町　町営バス,1,2022-12-05 21:12,20221122,20231121,2022/11/22改正-見える化ver2.6d,庄内町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shonaitown/feeds/ShonaiTown/files/feed.zip
庄内町　町営バス,2,2022-12-05 21:12,20221122,20231121,2022/11/22改正-見える化ver2.6d,庄内町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shonaitown/feeds/ShonaiTown/files/feed.zip?rid=next
寒河江市内循環バス「スマイル号」,1,2022-08-26 13:45,20220824,20230823,2021/04/01改正,寒河江市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/sagae_gtfs.zip
寒河江市内循環バス「スマイル号」,1,2022-12-05 17:56,20220824,20230823,2021/04/01改正,寒河江市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/sagaecity/feeds/SagaeCity/files/feed.zip
寒河江市内循環バス「スマイル号」,2,2022-12-05 17:56,20220824,20230823,2021/04/01改正,寒河江市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/sagaecity/feeds/SagaeCity/files/feed.zip?rid=next
天童市　市営バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,天童市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/tendo_gtfs.zip
天童市　市営バス,1,2023-03-06 11:53,20230401,20240331,2023/04/01改正-見える化ver2.6d,天童市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tendocity/feeds/TendoCity/files/feed.zip
天童市　市営バス,2,2023-03-06 11:53,20230401,20240331,2023/04/01改正-見える化ver2.6d,天童市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tendocity/feeds/TendoCity/files/feed.zip?rid=next
尾花沢市路線バス,1,2022-12-27 09:15,20221111,20231110,2022/11/08改正-見える化ver2.6d,尾花沢市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/obanazawa_gtfs.zip
尾花沢市路線バス,1,2022-12-05 18:58,20221109,20231108,2022/11/08改正-見える化ver2.6d,尾花沢市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/obanazawacity/feeds/ObanazawaCity/files/feed.zip
尾花沢市路線バス,2,2022-12-05 18:58,20221109,20231108,2022/11/08改正-見える化ver2.6d,尾花沢市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/obanazawacity/feeds/ObanazawaCity/files/feed.zip?rid=next
中山町　町営バス,1,2023-03-28 13:30,20230224,20240223,2023/02/24改正-見える化ver2.6d,中山町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/nakayama_gtfs.zip
中山町　町営バス,1,2023-03-06 11:51,20230224,20240223,2023/02/24改正-見える化ver2.6d,中山町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nakayamatown/feeds/NakayamaTown/files/feed.zip
中山町　町営バス,2,2023-03-06 11:51,20230224,20240223,2023/02/24改正-見える化ver2.6d,中山町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nakayamatown/feeds/NakayamaTown/files/feed.zip?rid=next
小国町営バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,小国町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/oguni_gtfs.zip
小国町営バス,1,2023-03-07 12:04,20230401,20240331,2023/04/01改正-見える化ver2.6d,小国町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamagata-ogunitown/feeds/OguniTown/files/feed.zip
小国町営バス,2,2023-03-07 12:04,20230401,20240331,2023/04/01改正-見える化ver2.6d,小国町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamagata-ogunitown/feeds/OguniTown/files/feed.zip?rid=next
白鷹町　町営バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,白鷹町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/shirataka_gtfs.zip
白鷹町　町営バス,1,2023-03-13 13:53,20230401,20240331,2023/04/01改正-見える化ver2.6d,白鷹町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shiratakatown/feeds/ShiratakaTown/files/feed.zip
白鷹町　町営バス,2,2023-03-13 13:53,20230401,20240331,2023/04/01改正-見える化ver2.6d,白鷹町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shiratakatown/feeds/ShiratakaTown/files/feed.zip?rid=next
戸沢村　村営バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6,戸沢村,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/tozawa_gtfs.zip
山形鉄道,1,2023-03-28 13:30,20230318,20240317,2023/03/18改正-見える化ver2.6d,山形鉄道株式会社,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/flower-liner_gtfs.zip
山形鉄道,1,,,,,,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/flower-liner_gtfs_1.zip
最上川交通,1,2023-03-28 13:30,20230217,20240331,2023/02/17改正-見える化ver2.6,最上川交通,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/mogamigawakotsu_gtfs.zip
最上川交通,1,2023-02-21 11:56,20230217,20240331,2023/02/17改正-見える化ver2.6,最上川交通,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/mogamigawakotsu/feeds/MOGAMIGAWAKOTSU/files/feed.zip
最上川交通,2,2023-02-21 11:56,20230217,20240331,2023/02/17改正-見える化ver2.6,最上川交通,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/mogamigawakotsu/feeds/MOGAMIGAWAKOTSU/files/feed.zip?rid=next
山交バス,1,2022-12-27 09:15,20221203,20231203,20221203_20231130,山交バス株式会社,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/yamakobus_gtfs.zip
山交バス,1,2022-12-26 14:22,20221203,20231203,20221203_20231130,山交バス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamakobus/feeds/YAMAKOBUS/files/feed.zip
山交バス,2,2022-12-26 14:22,20221203,20231203,20221203_20231130,山交バス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamakobus/feeds/YAMAKOBUS/files/feed.zip?rid=next
庄内交通,1,,,,,,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/syonaikotsu_gtfs.zip
庄内交通,1,2023-04-05 09:31,20230401,20240331,令和５年４月１日改正２,庄内交通,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shonaikotsu/feeds/SHONAIKOTSU/files/feed.zip
庄内交通,2,2023-04-05 09:31,20230401,20240331,令和５年４月１日改正２,庄内交通,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/shonaikotsu/feeds/SHONAIKOTSU/files/feed.zip?rid=next
朝日町路線バス,1,2023-03-28 13:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,朝日町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/asahi_gtfs.zip
朝日町路線バス,1,2023-03-15 09:31,20230401,20240331,2023/04/01改正-見える化ver2.6d,朝日町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamagata-asahitown/feeds/AsahiTown/files/feed.zip
朝日町路線バス,2,2023-03-15 09:31,20230401,20240331,2023/04/01改正-見える化ver2.6d,朝日町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yamagata-asahitown/feeds/AsahiTown/files/feed.zip?rid=next
米沢市　市民バス,1,2023-03-28 13:30,20230401,20231130,2023/04/01改正-見える化ver2.6d,米沢市,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/yonezawa_gtfs.zip
米沢市　市民バス,1,2023-03-17 09:54,20230401,20231130,2023/04/01改正-見える化ver2.6d,米沢市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yonezawacity/feeds/Yonezawa/files/feed.zip
米沢市　市民バス,2,2023-03-17 09:54,20230401,20231130,2023/04/01改正-見える化ver2.6d,米沢市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yonezawacity/feeds/Yonezawa/files/feed.zip?rid=next
西川町路線バス,1,2023-04-04 10:30,20230401,20240331,2023/04/01改正-見える化ver2.6d,西川町,CC BY 4.0,https://www.pref.yamagata.jp/documents/20978/nishikawa_gtfs.zip
西川町路線バス,1,2023-03-30 15:41,20230401,20240331,2023/04/01改正-見える化ver2.6d,西川町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nishikawatown/feeds/NishikawaTown/files/feed.zip
西川町路線バス,2,2023-03-30 15:41,20230401,20240331,2023/04/01改正-見える化ver2.6d,西川町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nishikawatown/feeds/NishikawaTown/files/feed.zip?rid=next
つくば市　筑波地区支線型バス「つくばね号」,1,2022-11-25 18:03,20220901,20230831,,つくば市,CC BY 4.0,https://www.city.tsukuba.lg.jp/material/files/group/126/GTFS.zip
つくば市　つくバス,1,2023-03-31 10:03,20230401,20240331,,有限会社エイ・ケイ・システム,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tsukubacity/feeds/TSUKUBUS/files/feed.zip
